

1539742980.848909156  Node Startup
1539742982.990164336 WARN [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:1059(main) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Waiting for laser_scans....
1539743261.126987560 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.108994
1539743261.127533762 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047796 -0.048574 0.034062]
1539743261.127702617 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047796 -0.048574 0.034062]
1539743261.270529951 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.119995
1539743261.271043652 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047653 -0.048347 0.034407]
1539743261.271213289 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047653 -0.048347 0.034407]
1539743261.418603831 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.707993
1539743261.419121907 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047791 -0.048454 0.034407]
1539743261.419297950 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047791 -0.048454 0.034407]
1539743261.556819205 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.703995
1539743261.557370563 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047845 -0.048497 0.034407]
1539743261.557563846 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047845 -0.048497 0.034407]
1539743261.702899790 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.610992
1539743261.703412659 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047793 -0.048520 0.034407]
1539743261.703594743 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047793 -0.048520 0.034407]
1539743261.846556713 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.121994
1539743261.847153280 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047983 -0.048811 0.034062]
1539743261.847338125 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047983 -0.048811 0.034062]
1539743261.995832841 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.632004
1539743261.996439876 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047909 -0.048632 0.032638]
1539743261.996662586 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047909 -0.048632 0.032638]
1539743262.141532440 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.126007
1539743262.142106246 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047974 -0.048882 0.032638]
1539743262.142300570 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047974 -0.048882 0.032638]
1539743262.284020768 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.914993
1539743262.284619678 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.047904 -0.048685 0.032638]
1539743262.284860930 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.047904 -0.048685 0.032638]
1539743262.435978588 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 150.251007
1539743262.436591770 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048142 -0.048855 0.032983]
1539743262.436824011 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048142 -0.048855 0.032983]
1539743262.585549986 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.794998
1539743262.586073114 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048026 -0.048658 0.034275]
1539743262.586243168 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048026 -0.048658 0.034275]
1539743262.735621908 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.544998
1539743262.736129463 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048215 -0.048962 0.034966]
1539743262.736293839 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048215 -0.048962 0.034966]
1539743262.880605044 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 143.626007
1539743262.881116402 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048668 -0.048977 0.035311]
1539743262.881307080 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048668 -0.048977 0.035311]
1539743263.024598904 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.548996
1539743263.025208804 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048632 -0.048904 0.036507]
1539743263.025386670 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048632 -0.048904 0.036507]
1539743263.171787115 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.709000
1539743263.172310140 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048620 -0.049027 0.036507]
1539743263.172491704 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048620 -0.049027 0.036507]
1539743263.314780297 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.535004
1539743263.315293061 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048660 -0.049160 0.035661]
1539743263.315476240 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048660 -0.049160 0.035661]
1539743263.456679618 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.505997
1539743263.457198319 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048724 -0.049311 0.035661]
1539743263.457368373 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048724 -0.049311 0.035661]
1539743263.605130442 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.028000
1539743263.605640393 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048872 -0.049366 0.035316]
1539743263.605808520 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048872 -0.049366 0.035316]
1539743263.750987758 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.343002
1539743263.751497293 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048928 -0.049455 0.035661]
1539743263.751672347 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048928 -0.049455 0.035661]
1539743263.894731362 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 142.188995
1539743263.895244178 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049086 -0.049734 0.034370]
1539743263.895426367 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049086 -0.049734 0.034370]
1539743264.036837456 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.718994
1539743264.037354856 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.048953 -0.049532 0.035834]
1539743264.037532461 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.048953 -0.049532 0.035834]
1539743264.181893368 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 143.613007
1539743264.182407903 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049054 -0.049816 0.037339]
1539743264.182578790 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049054 -0.049816 0.037339]
1539743264.317951040 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 134.649002
1539743264.318501512 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049135 -0.049941 0.039293]
1539743264.318678024 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049135 -0.049941 0.039293]
1539743264.463286433 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 143.908997
1539743264.463803988 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049189 -0.049870 0.037401]
1539743264.463985448 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049189 -0.049870 0.037401]
1539743264.609443967 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.718002
1539743264.610091471 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049422 -0.049939 0.038906]
1539743264.610302202 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049422 -0.049939 0.038906]
1539743264.758875534 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.813004
1539743264.759406527 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049449 -0.050042 0.039252]
1539743264.759605331 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049449 -0.050042 0.039252]
1539743264.904063165 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 143.722000
1539743264.904587284 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049394 -0.049950 0.037596]
1539743264.904750358 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049394 -0.049950 0.037596]
1539743265.049669552 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.072006
1539743265.050241483 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049412 -0.049860 0.038194]
1539743265.050418828 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049412 -0.049860 0.038194]
1539743265.200572699 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 149.289993
1539743265.201239839 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049498 -0.049978 0.038682]
1539743265.201467445 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049498 -0.049978 0.038682]
1539743265.349632396 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.350998
1539743265.350426256 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049435 -0.049892 0.039027]
1539743265.350650632 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049435 -0.049892 0.039027]
1539743265.497568179 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.041000
1539743265.498155058 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049455 -0.049842 0.040919]
1539743265.498384903 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049455 -0.049842 0.040919]
1539743265.644713852 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.572006
1539743265.645236356 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049473 -0.049873 0.040919]
1539743265.645413440 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.049473 -0.049873 0.040919]
1539743265.794556471 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.445007
1539743265.795065902 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.049436 -0.049768 0.041764]
